number_image,number_layer,number_neurons,average,range,computation_time,average_test_time
1350,1,128,0.9272727272727271,0.13636363636363635,28.094832181930542,0.19036000594496727
1350,2,96,0.9159090909090908,0.1515151515151515,27.90837049484253,0.12869000784121454
1350,2,192,0.9916666666666665,0.045454545454545414,28.32483220100403,0.23250498925335705
1350,3,224,0.943939393939394,0.12121212121212122,28.42786145210266,0.22566000116057694
1400,1,32,0.8828947368421053,0.17105263157894735,31.88032865524292,0.1016149966744706
1400,1,64,0.9125000000000002,0.21052631578947367,32.14194130897522,0.11208499781787395
1400,1,128,0.9078947368421051,0.13157894736842113,32.24610352516174,0.18344499985687435
1400,2,96,0.9361842105263157,0.14473684210526316,32.4001190662384,0.1271049928618595
1400,2,192,0.9717105263157894,0.09210526315789469,32.68160033226013,0.21468499908223748
1400,3,224,0.9624999999999998,0.13157894736842102,32.73240900039673,0.23170000058598816
1450,1,32,0.8366279069767442,0.17441860465116277,36.33707046508789,0.1108900032704696
1450,1,64,0.8476744186046513,0.22093023255813948,36.40977764129639,0.1223299972480163
1450,1,128,0.9186046511627909,0.12790697674418605,36.916709184646606,0.21495500404853374
1450,2,96,0.9616279069767442,0.11627906976744184,36.76499843597412,0.1258149917703122
1450,2,192,0.936046511627907,0.15116279069767447,36.738120794296265,0.21797000663354993
1450,3,224,0.969186046511628,0.13953488372093026,36.87058210372925,0.23638498969376087
1500,1,32,0.8437499999999998,0.30208333333333337,40.57464098930359,0.10112499294336885
1500,1,64,0.8479166666666664,0.25,40.75591325759888,0.11864999542012811
1500,1,128,0.8932291666666666,0.07291666666666663,41.10915803909302,0.19998999778181314
1500,2,96,0.9166666666666664,0.19791666666666674,41.06203556060791,0.12254499888513236
1500,2,192,0.9791666666666666,0.09375,41.10307955741882,0.22387999342754483
1500,3,224,0.975,0.0625,41.30794167518616,0.22155999613460153
1550,1,32,0.8452830188679246,0.28301886792452835,44.742570638656616,0.1058449997799471
1550,1,64,0.8419811320754716,0.30188679245283023,45.23722457885742,0.10995500488206744
1550,1,128,0.8735849056603773,0.18867924528301883,45.437902212142944,0.19919999758712947
1550,2,96,0.9372641509433961,0.160377358490566,45.21039032936096,0.12206000392325222
1550,2,192,0.968867924528302,0.1132075471698113,45.439921617507935,0.2164950012229383
1550,3,224,0.9830188679245284,0.06603773584905659,45.60126352310181,0.23293500707950443
1600,1,32,0.8530172413793103,0.2931034482758621,49.18290829658508,0.10839999886229634
1600,1,64,0.8689655172413794,0.24137931034482762,49.66030788421631,0.11168999189976603
1600,1,128,0.9120689655172411,0.1637931034482759,49.81308913230896,0.1989849959500134
1600,2,96,0.9396551724137933,0.19827586206896552,49.55988788604736,0.11833999597001821
1600,2,192,0.9668103448275861,0.06896551724137934,50.28100848197937,0.2310050040250644
1600,3,224,0.9870689655172413,0.051724137931034475,50.18527841567993,0.22931999119464308
1650,1,32,0.8531746031746031,0.47619047619047616,53.503268003463745,0.10399501188658178
1650,1,64,0.9134920634920635,0.13492063492063489,54.15624213218689,0.11927999439649284
1650,1,128,0.9055555555555557,0.06349206349206349,54.25706338882446,0.20208499627187848
1650,2,96,0.95,0.12698412698412698,54.07253313064575,0.12172000133432448
1650,2,192,0.9730158730158728,0.07936507936507942,54.27820348739624,0.21299000072758645
1650,3,224,0.9904761904761903,0.03968253968253965,54.33612418174744,0.2405100065516308
1700,1,32,0.8279411764705882,0.2279411764705882,58.02538537979126,0.10736001131590456
1700,1,64,0.8617647058823529,0.19117647058823528,58.38568711280823,0.11206501221749932
1700,1,128,0.9128676470588237,0.0808823529411764,58.68983006477356,0.20301500626374036
1700,2,96,0.9709558823529412,0.06617647058823528,58.55480074882507,0.12821500713471323
1700,2,192,0.9823529411764703,0.05882352941176472,58.481465578079224,0.22305999300442636
1700,3,224,0.9915441176470587,0.02941176470588236,58.7992479801178,0.2147050021449104
1750,1,32,0.8739726027397261,0.17808219178082185,62.38795566558838,0.10794500703923404
1750,1,64,0.884931506849315,0.17123287671232867,62.72986650466919,0.11667000653687865
1750,1,128,0.9373287671232875,0.11643835616438358,63.40532684326172,0.1942100061569363
1750,2,96,0.9414383561643836,0.17808219178082196,62.48222804069519,0.1282950077438727
1750,2,192,0.9849315068493152,0.04109589041095896,62.832783222198486,0.22416500432882458
1750,3,224,0.9873287671232877,0.10273972602739723,62.96447539329529,0.22082499344833195
1800,1,32,0.9060897435897438,0.16025641025641035,66.41612720489502,0.10087000264320523
1800,1,64,0.9099358974358973,0.1282051282051282,66.9972186088562,0.1229450019309297
1800,1,128,0.9499999999999996,0.08974358974358976,67.15899682044983,0.20342500356491655
1800,2,96,0.9519230769230769,0.07692307692307687,66.86466336250305,0.12323999544605613
1800,2,192,0.9573717948717949,0.09615384615384615,67.51336169242859,0.22604000114370137
1800,3,224,0.9846153846153847,0.05769230769230771,67.47795748710632,0.24576499417889863
1850,1,32,0.9180722891566265,0.12650602409638545,70.76712846755981,0.10012499697040766
1850,1,64,0.9045180722891566,0.10240963855421681,71.26204514503479,0.11664499179460108
1850,1,128,0.8876506024096387,0.07831325301204817,71.39142775535583,0.21109000372234732
1850,2,96,0.9716867469879519,0.06024096385542166,71.17087984085083,0.12361000408418478
1850,2,192,0.9756024096385543,0.048192771084337394,71.79706239700317,0.21520000882446766
1850,3,224,0.9963855421686748,0.01807228915662651,71.62819123268127,0.2376249962253496
1900,1,32,0.8832386363636363,0.13068181818181823,75.18019700050354,0.11073499044869095
1900,1,64,0.9110795454545455,0.11363636363636365,75.62526035308838,0.11245000059716403
1900,1,128,0.9210227272727272,0.11931818181818177,76.0529203414917,0.20636000263039023
1900,2,96,0.946875,0.09659090909090906,75.54722476005554,0.11945500446017832
1900,2,192,0.9875000000000002,0.051136363636363535,76.1122043132782,0.22493500437121838
1900,3,224,0.9948863636363636,0.03409090909090906,75.86771631240845,0.22889999381732196
1950,1,32,1.0,0.0,33.031381130218506,0.104364994331263
1950,1,64,1.0,0.0,33.11692500114441,0.11479500390123576
1950,1,128,1.0,0.0,33.233896255493164,0.21598500316031277
1950,2,96,1.0,0.0,33.25483751296997,0.12443499872460961
1950,2,192,1.0,0.0,33.41608381271362,0.24026999599300325
1950,3,224,1.0,0.0,33.45310831069946,0.235784993856214
2000,1,32,1.0,0.0,33.83926701545715,0.10826500365510583
2000,1,64,1.0,0.0,33.951085329055786,0.11691499676089734
2000,1,128,1.0,0.0,34.101024866104126,0.1966250012628734
2000,2,96,1.0,0.0,34.12028980255127,0.1270949956960976
2000,2,192,1.0,0.0,34.24054431915283,0.22731500794179738
2000,3,224,1.0,0.0,34.29530215263367,0.23253500112332404
